JobID	Title	Description	Requirements	Des	Cluster	Industry
462632	Accountant	TTS offers state-of-the-art, instructor-led courses in financial modeling and valuation for finance professionals. Founded in 1999, TTS is the world’s leading financial learning services company offering targeted and customized training courses to corporate and educational clients. Through the use of highly effective, intuitive teaching methods in an interactive, multimedia setting, our mission is to teach you the everyday valuation techniques and financial modeling skills that experienced professionals use at work so you can use them the very next morning. Please visit us at   .   The accountant joining our team will be responsible for reconciling and analyzing the activity for the company's retail lines of business. This position will report to the Controller, and will be an integral part of the company's operational team. This position requires the ability to perform data analysis and raise appropriate questions, to balance priorities and workflow to meet changes and new business initiatives, and to operate well in a self-starter oriented entrepreneurial environment.    Responsibilities    Analyze and reconcile inventory and retail activity schedules.  Reconcile retail receipts.  Analyze and reconcile 3rd party agreements.  Prepare profit/loss reporting for public courses.  Prepare journal entries for retail transactions.  Assist with month end close.  Reconcile employee expense reports.  General accounting and office support as needed.  Respond to retail customer issues. 	  4 year degree, excellent communication skills, solid knowledge of Microsoft Word, and Excel.  Prior accounting experience is a plus and public accounting experience is a strong plus.  Experience in a service company is also a plus.  Self starter – resourceful and able to work independently in an entrepreneurial environment.  Detail oriented, flexible, timely accountability for projects.   Positive and diplomatic attitude when handling client requests.  Must have a solid work history, good credit, and clean criminal history.  Willingness and ability to travel is required. 	AccountantTTS offers state-of-the-art, instructor-led courses in financial modeling and valuation for finance professionals. Founded in 1999, TTS is the world’s leading financial learning services company offering targeted and customized training courses to corporate and educational clients. Through the use of highly effective, intuitive teaching methods in an interactive, multimedia setting, our mission is to teach you the everyday valuation techniques and financial modeling skills that experienced professionals use at work so you can use them the very next morning. Please visit us at   .   The accountant joining our team will be responsible for reconciling and analyzing the activity for the company's retail lines of business. This position will report to the Controller, and will be an integral part of the company's operational team. This position requires the ability to perform data analysis and raise appropriate questions, to balance priorities and workflow to meet changes and new business initiatives, and to operate well in a self-starter oriented entrepreneurial environment.    Responsibilities    Analyze and reconcile inventory and retail activity schedules.  Reconcile retail receipts.  Analyze and reconcile 3rd party agreements.  Prepare profit/loss reporting for public courses.  Prepare journal entries for retail transactions.  Assist with month end close.  Reconcile employee expense reports.  General accounting and office support as needed.  Respond to retail customer issues.   4 year degree, excellent communication skills, solid knowledge of Microsoft Word, and Excel.  Prior accounting experience is a plus and public accounting experience is a strong plus.  Experience in a service company is also a plus.  Self starter – resourceful and able to work independently in an entrepreneurial environment.  Detail oriented, flexible, timely accountability for projects.   Positive and diplomatic attitude when handling client requests.  Must have a solid work history, good credit, and clean criminal history.  Willingness and ability to travel is required. 	7	Finance & Accounting & Business
496772	RN/LPN - Full & Part Time	At Chestnut Hill Lodge Health & Rehab we are committed to providing excellent healthcare services to our patients. We are looking for exceptional RN's and LPN's for the following shifts: Day, Evening, Night shifts.     Available immediately, the full time positions includes a full benefit package. Competitive rates. 	* Licensed RN/LPN in the State of PA * IV certification  * CPR/ACLS Certification * Ability to multi-task  * Excellent customer service skills * A minimum of 1-2 prior experience in acute or sub-acute environments      EOE m/f/d/v	RN/LPN - Full & Part TimeAt Chestnut Hill Lodge Health & Rehab we are committed to providing excellent healthcare services to our patients. We are looking for exceptional RN's and LPN's for the following shifts: Day, Evening, Night shifts.     Available immediately, the full time positions includes a full benefit package. Competitive rates. * Licensed RN/LPN in the State of PA * IV certification  * CPR/ACLS Certification * Ability to multi-task  * Excellent customer service skills * A minimum of 1-2 prior experience in acute or sub-acute environments      EOE m/f/d/v	1	Healthcare & Medical
516049	Administrative Assistant - 30k to 40k	Immediate need for an Administrative Assistant. Must have 3+ years experience and proficiency with Excel. Will be responsible for travel arrangements, scheduling, creating reports and PowerPoint presentations. Bachelors degree is a plus and must live local to West Los Angeles. Apply for this great position as a administrative assistant today! We are an equal employment opportunity employer.		Administrative Assistant - 30k to 40kImmediate need for an Administrative Assistant. Must have 3+ years experience and proficiency with Excel. Will be responsible for travel arrangements, scheduling, creating reports and PowerPoint presentations. Bachelors degree is a plus and must live local to West Los Angeles. Apply for this great position as a administrative assistant today! We are an equal employment opportunity employer.	3	Administrative & Office Support
585531	INSIDE SALES/APPOINTMENT SETTERS	MUST BE ABLE TO PASS A NATIONAL CRIMINAL BACKGROUND CHECK, WORK WELL IN A TEAM ENVIRONMENT AND BE READY TO EXCEL!!!    ¨ Make 100-150 connected outbound calls a day, manage leads by tracking and following up on them, and follow-up with any inbound leads that came from direct mail, internet or referrals from outside sales force.  ¨ Successfully schedule minimum of 25 sales appointments per week.  ¨ Conduct pre-call qualification of leads.  ¨ Enter all notes and special instructions regarding an appointment into our scheduling system. ¨ Effectively communicate accurate, pertinent information to the Sales Consultants and respond to correspondence regarding scheduling changes/cancellations with a sense of urgency. ¨ Assist with our referral and other marketing efforts. ¨ Become an expert who understands small business and payment processing, giving you the ability to show merchants how to grow their business for less.	 ¨ References that verify proven successful track record of exceeding appointment setting or sales goals, motivation, and solid work ethic. ¨ 30 word per minute keyboard skills so you can enter data about prospects into our computer system. ¨ Demonstrated ability/desire to perform in high pressure, fast growth company environment ¨ Education and/or Experience – High school diploma or general education degree (GED); and six to twelve months of sales or inside sales related experience. University level education in Marketing or a similar field may be substituted for experience. ¨ Language Skills – Ability to read and comprehend instructions, short correspondence, and memos. Ability to write correspondence.  ¨ Mathematical Skills – Ability to add, subtract, multiply, and divide in all units of measure.  ¨ Reasoning Ability – Ability to apply common sense understanding to carry out detailed written, illustrated or oral instructions.  ¨ Computer Skills – Knowledge of general computer use (MS Office, internet browsing, email, etc.)  ¨ Communication Skills - Be able to effectively communicate orally and in writing. 	INSIDE SALES/APPOINTMENT SETTERSMUST BE ABLE TO PASS A NATIONAL CRIMINAL BACKGROUND CHECK, WORK WELL IN A TEAM ENVIRONMENT AND BE READY TO EXCEL!!!    ¨ Make 100-150 connected outbound calls a day, manage leads by tracking and following up on them, and follow-up with any inbound leads that came from direct mail, internet or referrals from outside sales force.  ¨ Successfully schedule minimum of 25 sales appointments per week.  ¨ Conduct pre-call qualification of leads.  ¨ Enter all notes and special instructions regarding an appointment into our scheduling system. ¨ Effectively communicate accurate, pertinent information to the Sales Consultants and respond to correspondence regarding scheduling changes/cancellations with a sense of urgency. ¨ Assist with our referral and other marketing efforts. ¨ Become an expert who understands small business and payment processing, giving you the ability to show merchants how to grow their business for less. ¨ References that verify proven successful track record of exceeding appointment setting or sales goals, motivation, and solid work ethic. ¨ 30 word per minute keyboard skills so you can enter data about prospects into our computer system. ¨ Demonstrated ability/desire to perform in high pressure, fast growth company environment ¨ Education and/or Experience – High school diploma or general education degree (GED); and six to twelve months of sales or inside sales related experience. University level education in Marketing or a similar field may be substituted for experience. ¨ Language Skills – Ability to read and comprehend instructions, short correspondence, and memos. Ability to write correspondence.  ¨ Mathematical Skills – Ability to add, subtract, multiply, and divide in all units of measure.  ¨ Reasoning Ability – Ability to apply common sense understanding to carry out detailed written, illustrated or oral instructions.  ¨ Computer Skills – Knowledge of general computer use (MS Office, internet browsing, email, etc.)  ¨ Communication Skills - Be able to effectively communicate orally and in writing. 	2	Sales & Account Management
649917	Risk Assistant	Precious Metals Division of Import/Export Trading Corporation seeks a Risk Assistant for their Back Office Operations Department.  Responsibilities:  Handle and be held accountable for Back Office responsibilities related to Precious Metals business.   +Daily settlement and confirmations-Input daily transactions for Daily Cash report into GBS and submit supported counterparty confirmation: 25%   +Daily review of USD inflow related to spot and lease transactions. Preparation of daily Currency Transfer report: 15%   +Lease invoicing and monthly lease reporting: 15%   +Organization and management of daily documentation: 10%   +Ensuring the accuracy of all data in the trading system through the daily data check procedure: 15%   +Month end reconciliation support and quarterly audit preparation: 10%   +Preparation of ad hoc reporting: 5%   +Middle Office support as needed: 5%	Financial/back office expereince is ideal preferably in a commodity market environment, preferably Precious or Base Metals.	Risk AssistantPrecious Metals Division of Import/Export Trading Corporation seeks a Risk Assistant for their Back Office Operations Department.  Responsibilities:  Handle and be held accountable for Back Office responsibilities related to Precious Metals business.   +Daily settlement and confirmations-Input daily transactions for Daily Cash report into GBS and submit supported counterparty confirmation: 25%   +Daily review of USD inflow related to spot and lease transactions. Preparation of daily Currency Transfer report: 15%   +Lease invoicing and monthly lease reporting: 15%   +Organization and management of daily documentation: 10%   +Ensuring the accuracy of all data in the trading system through the daily data check procedure: 15%   +Month end reconciliation support and quarterly audit preparation: 10%   +Preparation of ad hoc reporting: 5%   +Middle Office support as needed: 5%Financial/back office expereince is ideal preferably in a commodity market environment, preferably Precious or Base Metals.	5	Finance & Accounting & Business
691966	Receptionist	   Receptionist  Financial Planning Firm in West Chester is seeking a receptionist. Fast paced, high energy, family office, team planning structure, great work environment! Any financial services, banking, insurance or scanning experience a plus. 30 hours a week @ $10/hr. West Chester Borough. Proficient in Microsoft Office a must.   	   Proficiency with Microsoft Office: Word, Excel, Power Point, Outlook  Background/experience in the securities/mutual fund/insurance industry a plus   Strong organizational skills  Strong ability to Prioritize  Ability to work well under pressure  Solid ability to resolve daily tasks  Multi-tasking capabilities       Local candidates only please.​ Send Resume to: LPPWC	Receptionist   Receptionist  Financial Planning Firm in West Chester is seeking a receptionist. Fast paced, high energy, family office, team planning structure, great work environment! Any financial services, banking, insurance or scanning experience a plus. 30 hours a week @ $10/hr. West Chester Borough. Proficient in Microsoft Office a must.      Proficiency with Microsoft Office: Word, Excel, Power Point, Outlook  Background/experience in the securities/mutual fund/insurance industry a plus   Strong organizational skills  Strong ability to Prioritize  Ability to work well under pressure  Solid ability to resolve daily tasks  Multi-tasking capabilities       Local candidates only please.​ Send Resume to: LPPWC	9	Administrative & Office Support
708400	Executive Assistant - Exec Assistant	"Executive Assistant - Exec Assistant - Executive Asst - Exec Asst   Our client is looking for an experienced and organized HIGH LEVEL Executive Assistant to support Founder/Chairman. Be the right hand Assistant to a very hardworking, ""TOUGH"" professional ""Well Known"" Executive and Business Leader.   The Executive Assistant will help manage and assist with the daily operations of the office, charitable works and Board memberships:   Other duties     Manages office workflow, drafts correspondence and composes spreadsheets   Heavy calendar management including complex schedules   Coordinate travel itineraries ; private events and fundraisers.  Liaise with other high-net worth individuals, government officials at City, State and Federal level.  Responsible for coordinating numerous comprehensive business and family trips, domestically and internationally, using commercial airlines and private jet.  Office management duties including developing office procedures and systems, including files, and oversees maintenance of systems.   Manages independent projects, and may undertake editorial, research and/or administrative projects and conducts data analysis.  MUST have stellar Computer Skills and Strong Writing Skills.  Should be posied yet posess a ""Thick Skin"" when needed.   "	  Minimum of 7 - 10 years related high level administrative experience, professional services environment and/or Real Estate organizations a big +. Must have a Stable work history.   Strong verbal and written communication skills .   Professional demeanor and ability to interact comfortably with VIPS and senior staff   Must have excellent interpersonal skills and be able to handle highly confidential material   Highly organized with strong time management skills   Punctual and reliable   Must be proficient and technically strong in MS Office suite.     Full Benefits; Plush Offices; Corporate Office Environment.	"Executive Assistant - Exec AssistantExecutive Assistant - Exec Assistant - Executive Asst - Exec Asst   Our client is looking for an experienced and organized HIGH LEVEL Executive Assistant to support Founder/Chairman. Be the right hand Assistant to a very hardworking, ""TOUGH"" professional ""Well Known"" Executive and Business Leader.   The Executive Assistant will help manage and assist with the daily operations of the office, charitable works and Board memberships:   Other duties     Manages office workflow, drafts correspondence and composes spreadsheets   Heavy calendar management including complex schedules   Coordinate travel itineraries ; private events and fundraisers.  Liaise with other high-net worth individuals, government officials at City, State and Federal level.  Responsible for coordinating numerous comprehensive business and family trips, domestically and internationally, using commercial airlines and private jet.  Office management duties including developing office procedures and systems, including files, and oversees maintenance of systems.   Manages independent projects, and may undertake editorial, research and/or administrative projects and conducts data analysis.  MUST have stellar Computer Skills and Strong Writing Skills.  Should be posied yet posess a ""Thick Skin"" when needed.     Minimum of 7 - 10 years related high level administrative experience, professional services environment and/or Real Estate organizations a big +. Must have a Stable work history.   Strong verbal and written communication skills .   Professional demeanor and ability to interact comfortably with VIPS and senior staff   Must have excellent interpersonal skills and be able to handle highly confidential material   Highly organized with strong time management skills   Punctual and reliable   Must be proficient and technically strong in MS Office suite.     Full Benefits; Plush Offices; Corporate Office Environment."	3	Administrative & Office Support
732283	Customer Service Representative	Job ID: 2126    Position Description:   Receive and respond to sales inquiries and provide a high level of customer service, order entry and administrative and sales support within the Sales & Marketing Department.    Position Requirements:  BS in Sales and Marketing, Business Administration or similar major preferred. Inside sales or customer service experience in a metals manufacturing environment preferred. Must have the ability to work productively with individuals at all levels inside and outside the organization. Demonstrated advanced skills with PC and applications such as MS Word and Excel, as well as experience with modern ERP software systems. Experience with creating and maintaining effective sales forecast models. Multi-tasking multiple customer requirements and demands whilst applying effective problem solving skills in a swift, efficient timely manner is essential.	.	Customer Service RepresentativeJob ID: 2126    Position Description:   Receive and respond to sales inquiries and provide a high level of customer service, order entry and administrative and sales support within the Sales & Marketing Department.    Position Requirements:  BS in Sales and Marketing, Business Administration or similar major preferred. Inside sales or customer service experience in a metals manufacturing environment preferred. Must have the ability to work productively with individuals at all levels inside and outside the organization. Demonstrated advanced skills with PC and applications such as MS Word and Excel, as well as experience with modern ERP software systems. Experience with creating and maintaining effective sales forecast models. Multi-tasking multiple customer requirements and demands whilst applying effective problem solving skills in a swift, efficient timely manner is essential..	8	Sales & Account Management
746535	Concierge - Signature Collection	This position assists the Director of Resort Services in the daily supervision of Signature Collection staff, planning, and implementation of specific policies and procedures. In addition, this position is responsible for the guest/owner experience from pre-arrival communication until they leave the property at the end of their stay. He/She will plan any activities that the guest/owner requests and make recommendations based on the preferences of the guests/owners. He/She will ensure the guests/owners have everything they need in their units and proactively anticipate their needs so their expectations are exceeded throughout their entire stay. Responsible for creating customer delight in every interaction.   ESSENTIAL FUNCTIONS AND TASKS:      Planning activities for the guests/owners  Assist in scheduling staff. Assign and supervise to completion specific daily desk tasks. Participate in the process of hiring, supervising, and disciplining of desk staff. Maintain appropriate personnel files and enforce company policies and procedures. Take lead in the training and supervision of the bell staff.   Responsible for pre-arrival communication and coordination   Will ensure guests/owners expectations are exceeded while on property   Will partner with resort areas to assist the guests/owners       	  Must have a strong knowledge of the Orlando area and the attractions and activities that occur.   Ability to follow prescribed procedures and guidelines in accomplishing tasks as described above.  Ability to be self-directed.  Skill in attention to detail.  Ability to work as part of a team.  Must have strong verbal and written skills to communicate to the guests/owners.  Ability to speak multiple languages is a plus.  EDUCATION and/or EXPERIENCE   High School diploma, GED or equivalent.  3 plus years of related experience preferred. 	Concierge - Signature CollectionThis position assists the Director of Resort Services in the daily supervision of Signature Collection staff, planning, and implementation of specific policies and procedures. In addition, this position is responsible for the guest/owner experience from pre-arrival communication until they leave the property at the end of their stay. He/She will plan any activities that the guest/owner requests and make recommendations based on the preferences of the guests/owners. He/She will ensure the guests/owners have everything they need in their units and proactively anticipate their needs so their expectations are exceeded throughout their entire stay. Responsible for creating customer delight in every interaction.   ESSENTIAL FUNCTIONS AND TASKS:      Planning activities for the guests/owners  Assist in scheduling staff. Assign and supervise to completion specific daily desk tasks. Participate in the process of hiring, supervising, and disciplining of desk staff. Maintain appropriate personnel files and enforce company policies and procedures. Take lead in the training and supervision of the bell staff.   Responsible for pre-arrival communication and coordination   Will ensure guests/owners expectations are exceeded while on property   Will partner with resort areas to assist the guests/owners         Must have a strong knowledge of the Orlando area and the attractions and activities that occur.   Ability to follow prescribed procedures and guidelines in accomplishing tasks as described above.  Ability to be self-directed.  Skill in attention to detail.  Ability to work as part of a team.  Must have strong verbal and written skills to communicate to the guests/owners.  Ability to speak multiple languages is a plus.  EDUCATION and/or EXPERIENCE   High School diploma, GED or equivalent.  3 plus years of related experience preferred. 	5	Retail & Customer Support
784924	Delivery Driver	" Sherwin-Williams has an immediate opening for a reliable part-time delivery driver at our Mooresville, NC store:   Sherwin-Williams #3638 166 Talbert Point Blvd. Mooresville, NC 28117 704-660-1938   Some responsiblities will include loading customer orders properly on the truck for delivery, ensure appropriate delivery forms are completed, deliver merchandise to customers and obtain the customers signature, along with scheduling the maintenance on the company vehicle.   Successful candidates must have excellent communication and people skills, are flexible, will be conscientious and team players who are willing to work hard to get ahead. You must have delivery experience, a good driving record, and a valid driver's license.   We offer a competitive salary, vacation pay, growth opportunities, company paid training, and employee discounts. Join Sherwin-Williams and see why we were selected as Fortune Magazine's ""100 Best Companies to Work For"".   Please call the Store Manager directly at the phone number provided above to apply.  E.O.E. M/F/D/V"	Candidates must be at least 18 years of age and have a valid driver's license. A background check will be performed prior to hiring.	"Delivery Driver Sherwin-Williams has an immediate opening for a reliable part-time delivery driver at our Mooresville, NC store:   Sherwin-Williams #3638 166 Talbert Point Blvd. Mooresville, NC 28117 704-660-1938   Some responsiblities will include loading customer orders properly on the truck for delivery, ensure appropriate delivery forms are completed, deliver merchandise to customers and obtain the customers signature, along with scheduling the maintenance on the company vehicle.   Successful candidates must have excellent communication and people skills, are flexible, will be conscientious and team players who are willing to work hard to get ahead. You must have delivery experience, a good driving record, and a valid driver's license.   We offer a competitive salary, vacation pay, growth opportunities, company paid training, and employee discounts. Join Sherwin-Williams and see why we were selected as Fortune Magazine's ""100 Best Companies to Work For"".   Please call the Store Manager directly at the phone number provided above to apply.  E.O.E. M/F/D/VCandidates must be at least 18 years of age and have a valid driver's license. A background check will be performed prior to hiring."	9	Retail & Customer Support
815762	Warehouse	Immediate need for Warehouse people for a local company in Riverside. Must be dependable, motivated, and eager to learn with a positive attitude. Must able to lift 50 lbs, must be able to work long hours, and bilingual Spanish is a plus!     Call Julie Parra for an immediate interview!    We are an equal employment opportunity employer.	Bilingual Spanish is a PLUS!	WarehouseImmediate need for Warehouse people for a local company in Riverside. Must be dependable, motivated, and eager to learn with a positive attitude. Must able to lift 50 lbs, must be able to work long hours, and bilingual Spanish is a plus!     Call Julie Parra for an immediate interview!    We are an equal employment opportunity employer.Bilingual Spanish is a PLUS!	13	Technology & Engineering
844279	Auto Property Damage Claims Adjuster	Insurance Auto Property Damage Claims Adjuster    Omni Insurance Group, a non-standard automobile insurer located in Atlanta, GA is part of the American Independent Companies, Inc. Omni is currently looking for a talented individual to join our Claims Service Center in the following full-time position:     Property Damage Claims Adjuster  Candidate will investigate auto accidents, communicate with customers and negotiate fair,   timely resolutions to auto property damage claims.   Omni offers a competitive compensation package including a matching 401(K) Plan, health, dental, life insurance and more.   Qualified candidates should forward their resume with salary requirement to:  Omni – Human Resources  FAX: (770) 303-4214 Email: [Click Here to Email Your Resumé]  	 Qualified candidates will have a college degree, proven claims experience of at least one year adjusting auto property damage claims, strong customer service skills, good communication & organizational skills, as well as the ability to work in a fast-paced environment. Bi-lingual (English/Spanish) communication skills are a plus.  	Auto Property Damage Claims AdjusterInsurance Auto Property Damage Claims Adjuster    Omni Insurance Group, a non-standard automobile insurer located in Atlanta, GA is part of the American Independent Companies, Inc. Omni is currently looking for a talented individual to join our Claims Service Center in the following full-time position:     Property Damage Claims Adjuster  Candidate will investigate auto accidents, communicate with customers and negotiate fair,   timely resolutions to auto property damage claims.   Omni offers a competitive compensation package including a matching 401(K) Plan, health, dental, life insurance and more.   Qualified candidates should forward their resume with salary requirement to:  Omni – Human Resources  FAX: (770) 303-4214 Email: [Click Here to Email Your Resumé]   Qualified candidates will have a college degree, proven claims experience of at least one year adjusting auto property damage claims, strong customer service skills, good communication & organizational skills, as well as the ability to work in a fast-paced environment. Bi-lingual (English/Spanish) communication skills are a plus.  	9	Finance & Accounting & Business
849984	Program Manager, USMC, Quantico, VA	Luke & Associates provides government contracting with the US military across US and overseas.  Currently, we are recruiting for a Program Manager to work at Quantico, VA with the USMC.  Please send me an updated resume if you would like to potentially enhance your career or feel free to pass this information along, if you know of anyone else looking for an opportunity to enhance their career.	Qualifications are as follows:  Description: Operate as the lead manager for coordination of USMC contractor RCCs in compliance with section XX to ensure non-personal services. Responsible for mission support, internal management and administration as well as continually recurring external contingencies directly affecting the Director of Operation’s overall mission. This position is identified as Key Personnel and subject to the substitution provisions contained in the contract.  Position Requirements:  Educational: Masters Degree in Business or related field that focuses on policy, planning, and program operations management.  General Experience: Military experience desired. Instruction/Facilitation in program management, informal resolution, conflict management, diversity management, organizational assessments, and operated as an administrative liaison within DoD.  Specialized Experience: Formulating Equal Opportunity policies and guidelines for plans, procedures, and methods. Coordinated team efforts in conducting comprehensive studies dealing with significant changes in workforce distribution, positions, or related organizational structures. Developed detailed plans, goals, and objectives for the long/short range implementation and administration of a major agency program.	Program Manager, USMC, Quantico, VALuke & Associates provides government contracting with the US military across US and overseas.  Currently, we are recruiting for a Program Manager to work at Quantico, VA with the USMC.  Please send me an updated resume if you would like to potentially enhance your career or feel free to pass this information along, if you know of anyone else looking for an opportunity to enhance their career.Qualifications are as follows:  Description: Operate as the lead manager for coordination of USMC contractor RCCs in compliance with section XX to ensure non-personal services. Responsible for mission support, internal management and administration as well as continually recurring external contingencies directly affecting the Director of Operation’s overall mission. This position is identified as Key Personnel and subject to the substitution provisions contained in the contract.  Position Requirements:  Educational: Masters Degree in Business or related field that focuses on policy, planning, and program operations management.  General Experience: Military experience desired. Instruction/Facilitation in program management, informal resolution, conflict management, diversity management, organizational assessments, and operated as an administrative liaison within DoD.  Specialized Experience: Formulating Equal Opportunity policies and guidelines for plans, procedures, and methods. Coordinated team efforts in conducting comprehensive studies dealing with significant changes in workforce distribution, positions, or related organizational structures. Developed detailed plans, goals, and objectives for the long/short range implementation and administration of a major agency program.	9	Administrative & Office Support
880594	Telemarketer/Call Center Supervisor	"Outbound Call Center in need of Telemarketers and a Supervisor   Responsibilities:  · Meet company’s leads targets per week and per month. · Be self motivated and professional     Benefits:  · Bonuses Plus Other Benefits Available     About the Company:  A fast growing Lead Generation Company. We are looking for a new talented, experienced Manager/Supervisor to join us and help “grow the company"". "	 -At least 1-2 years of experience as a telemarketer - a must!!! -Basic / advanced computer skills. -Previous experience with dialer systems- an advantage -English and Spanish speaking is a must. -Initiate and build report with clientele. -Nice sounding phone voice. -Maintain promptness and professionalism. -Consistency. -Persuasive & creative. -Game and ready to work as soon as possible. -Accomplish results and goals   *Generous hourly pay + commission/ guaranteed weekly pay *Weekly bonuses & daily incentives. *Good professional work environment. *New upscale and professional office.  Apply below or call me now!!! Monday-Friday 9:00am to 4:00pm   	"Telemarketer/Call Center SupervisorOutbound Call Center in need of Telemarketers and a Supervisor   Responsibilities:  · Meet company’s leads targets per week and per month. · Be self motivated and professional     Benefits:  · Bonuses Plus Other Benefits Available     About the Company:  A fast growing Lead Generation Company. We are looking for a new talented, experienced Manager/Supervisor to join us and help “grow the company"".  -At least 1-2 years of experience as a telemarketer - a must!!! -Basic / advanced computer skills. -Previous experience with dialer systems- an advantage -English and Spanish speaking is a must. -Initiate and build report with clientele. -Nice sounding phone voice. -Maintain promptness and professionalism. -Consistency. -Persuasive & creative. -Game and ready to work as soon as possible. -Accomplish results and goals   *Generous hourly pay + commission/ guaranteed weekly pay *Weekly bonuses & daily incentives. *Good professional work environment. *New upscale and professional office.  Apply below or call me now!!! Monday-Friday 9:00am to 4:00pm   "	9	Sales & Account Management
915519	Staff Accountant	"Responsibilities: This is a unique opportunity with a dynamic and growing firm. We are seeking a Staff Accountant in our client's Bergen County office to assist in the growth and management of their expanding portfolio. The successful candidate will assist and support the Property Accountants in preparing monthly financial statements, supporting schedules and journal entries, bank reconciliations, reviewing Accounts Payable invoices and Accounts Receivable reports, calculating depreciation for fixed assets and performing monthly variance analysis on all Income Statement accounts.    Kforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.    Job Ref#: 2312~AQG~1156774P1~99"	To qualify, candidates will possess: accounting experience (commercial and/or residential property accounting experience is a plus), the ability to work as a team player and contribute as needed in a variety of areas, detail oriented with outstanding organizational skills, ability to work in a fast paced environment and prioritize, and proficiency in Excel. YARDI is a plus.	"Staff AccountantResponsibilities: This is a unique opportunity with a dynamic and growing firm. We are seeking a Staff Accountant in our client's Bergen County office to assist in the growth and management of their expanding portfolio. The successful candidate will assist and support the Property Accountants in preparing monthly financial statements, supporting schedules and journal entries, bank reconciliations, reviewing Accounts Payable invoices and Accounts Receivable reports, calculating depreciation for fixed assets and performing monthly variance analysis on all Income Statement accounts.    Kforce (Nasdaq:KFRC) is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology, finance & accounting, clinical research and healthcare. Backed by approximately our associates and consultants on assignment, Kforce is committed to ""Great People = Great Results"" for our valued clients and candidates. Kforce operates with 65 offices located throughout the United States and two offices in the Philippines.    Job Ref#: 2312~AQG~1156774P1~99To qualify, candidates will possess: accounting experience (commercial and/or residential property accounting experience is a plus), the ability to work as a team player and contribute as needed in a variety of areas, detail oriented with outstanding organizational skills, ability to work in a fast paced environment and prioritize, and proficiency in Excel. YARDI is a plus."	10	Finance & Accounting & Business
920359	Division Director I	       The Mississippi State Department of Health, Office of Preventive Health is recruiting to fill a Division Director I position. Starting Annual Salary: $41,254.98. Requirements: A Bachelor’s Degree from an accredited four-year college or university; AND Six (6) years of experience in an administrative, professional capacity, two (2) years of which must have been in line or functional administrative or advanced supervision. Duties: This person will be responsible for directing the Injury Prevention and Control Program; conduct survey of community need assessments, research activities, evaluate the effectiveness of meeting program objectives by analyzing data and writing reports, and establishment and maintenance of rapport with other state agencies, non profits and other key stakeholders. Preferred Qualifications: The required experience must include coordinating, planning, developing, implementing, and evaluating injury prevention interventions; Preparing and/or presenting workshops, in-service training, and other educational services for improving program performances; Supervising activities of contractual staff and/or contractual community based organizations; and overseeing and managing program budget and monitoring projects expenditures.  	 Interested applicants should submit a State of MS Application or resume to MS Dept. of Health, Human Resources, P.O. Box 1700, Jackson, MS 39215, or APPLY HERE ONLINE WITH CAREERBUILDER.COM.   Equal Opportunity Employer	Division Director I       The Mississippi State Department of Health, Office of Preventive Health is recruiting to fill a Division Director I position. Starting Annual Salary: $41,254.98. Requirements: A Bachelor’s Degree from an accredited four-year college or university; AND Six (6) years of experience in an administrative, professional capacity, two (2) years of which must have been in line or functional administrative or advanced supervision. Duties: This person will be responsible for directing the Injury Prevention and Control Program; conduct survey of community need assessments, research activities, evaluate the effectiveness of meeting program objectives by analyzing data and writing reports, and establishment and maintenance of rapport with other state agencies, non profits and other key stakeholders. Preferred Qualifications: The required experience must include coordinating, planning, developing, implementing, and evaluating injury prevention interventions; Preparing and/or presenting workshops, in-service training, and other educational services for improving program performances; Supervising activities of contractual staff and/or contractual community based organizations; and overseeing and managing program budget and monitoring projects expenditures.   Interested applicants should submit a State of MS Application or resume to MS Dept. of Health, Human Resources, P.O. Box 1700, Jackson, MS 39215, or APPLY HERE ONLINE WITH CAREERBUILDER.COM.   Equal Opportunity Employer	5	Administrative & Office Support
938989	Director of Information Technology (IT)	  The Delaware River and Bay Authority, an employer of choice, is seeking qualified candidates for the following full time position in New Castle, Delaware.  Director of Information Technology (IT)  For more information regarding this position, including job duties and minimum requirements, please see our website at  Interested candidates are invited to apply online and upload their resume. The DRBA is an Equal Opportunity Employer.  	please visit 	Director of Information Technology (IT)  The Delaware River and Bay Authority, an employer of choice, is seeking qualified candidates for the following full time position in New Castle, Delaware.  Director of Information Technology (IT)  For more information regarding this position, including job duties and minimum requirements, please see our website at  Interested candidates are invited to apply online and upload their resume. The DRBA is an Equal Opportunity Employer.  please visit 	9	Technology & Engineering
